Time,CumQAP,CumQRP,CumQA,CumQR,CumQ3,hAtm,hRoot,hKode3,A-level,tAtm,Prec,rSoil,rRoot,hCritA,rt,ht,rt,ht,rt,ht,rt,ht
60.0,0.0,0.0,0.0,0.0,-4050.0,0.6,0.0,9.5,1,60,0,0,0.000277778,10000,-1,0,0,0,0,0,0,0
2880.0,0.0,0.0,0.0,0.0,-4050.0,-39.5,0.0,-39.3,2,2880,0,0,0.000277778,10000,0,0,0,0,0,0,0,0
