 FileVersion=0003
 Welcome to HYDRUS                                                       
 
 Program HYDRUS3
 Date:   6. 2.2018    Time:  14:37:12
 Time dependent boundary conditions
 
 Units: L = cm   , T = min  , M = mmol 
 
 All fluxes (v) are positive out of the region
        Time       rAtm       rRoot      vAtm       vRoot      vKode3     vKode1     vSeep      vKode5     vKode6     vKode7     vKode8     vKode9    RunOff      Evapor    Infiltr     SnowLayer...
         [T]      [L/T]       [L/T]     [L/T]       [L/T]      [L3/T]     [L3/T]    [L3/T]      [L3/T]     [L3/T]     [L3/T]     [L3/T]     [L3/T]     [L/T]       [L/T]     [L/T]         [L]

         0.0010  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0020  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0033  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0050  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0072  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0100  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0138  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0186  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0234  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0297  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0360  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0441  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0547  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0685  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0823  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.0961  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.1099  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.1237  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.1416  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.1595  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
         0.1774  0.000E+00  0.278E-03  0.000E+00  0.000E+00 -0.718E+02  0.000E+00  0.000E+00  0.000E+00  0.669E+02  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
