 Welcome to HYDRUS                                                       
 
 Program HYDRUS3
 Date:   6. 2.2018    Time:  14:37:12
 Time dependent boundary conditions
 
 Units: L = cm   , T = min  , M = mmol 
 

 Max. number of iterations             10
 Absolute water content tolerance [-] 0.00100
 Absolute pressure head tolerance [L] 1.00000



MatNum, Param. array:

   Mat     Qr     Qs        Alfa         n          Ks      l

    1    0.045  0.430   0.145E+00   0.268E+01   0.495E+00  0.500

       Table of Hydraulic Properties which are interpolated in simulation
       =================================================================

  theta         h        log h        C             K        log K          S
 
  0.0671  -0.376E+02  0.1576E+01  0.9755E-03  0.5127E-05 -0.5290E+01    0.0574
  0.0612  -0.453E+02  0.1657E+01  0.5964E-03  0.1631E-05 -0.5788E+01    0.0421
  0.0569  -0.546E+02  0.1737E+01  0.3637E-03  0.5170E-06 -0.6287E+01    0.0308
  0.0537  -0.658E+02  0.1818E+01  0.2214E-03  0.1636E-06 -0.6786E+01    0.0226
  0.0514  -0.792E+02  0.1899E+01  0.1347E-03  0.5170E-07 -0.7286E+01    0.0165
  0.0497  -0.955E+02  0.1980E+01  0.8188E-04  0.1633E-07 -0.7787E+01    0.0121
  0.0484  -0.115E+03  0.2061E+01  0.4976E-04  0.5155E-08 -0.8288E+01    0.0088
  0.0475  -0.138E+03  0.2141E+01  0.3023E-04  0.1627E-08 -0.8789E+01    0.0065
  0.0468  -0.167E+03  0.2222E+01  0.1836E-04  0.5135E-09 -0.9289E+01    0.0047
  0.0463  -0.201E+03  0.2303E+01  0.1115E-04  0.1620E-09 -0.9790E+01    0.0035
  0.0460  -0.242E+03  0.2384E+01  0.6775E-05  0.5112E-10 -0.1029E+02    0.0025
  0.0457  -0.292E+03  0.2465E+01  0.4115E-05  0.1613E-10 -0.1079E+02    0.0019
  0.0455  -0.351E+03  0.2545E+01  0.2499E-05  0.5089E-11 -0.1129E+02    0.0014
  0.0454  -0.423E+03  0.2626E+01  0.1518E-05  0.1606E-11 -0.1179E+02    0.0010
  0.0453  -0.509E+03  0.2707E+01  0.9220E-06  0.5066E-12 -0.1230E+02    0.0007
  0.0452  -0.614E+03  0.2788E+01  0.5600E-06  0.1598E-12 -0.1280E+02    0.0005
  0.0451  -0.739E+03  0.2869E+01  0.3401E-06  0.5042E-13 -0.1330E+02    0.0004
  0.0451  -0.890E+03  0.2949E+01  0.2065E-06  0.1591E-13 -0.1380E+02    0.0003
  0.0451  -0.107E+04  0.3030E+01  0.1254E-06  0.5019E-14 -0.1430E+02    0.0002
  0.0451  -0.129E+04  0.3111E+01  0.7619E-07  0.1583E-14 -0.1480E+02    0.0002
  0.0450  -0.156E+04  0.3192E+01  0.4627E-07  0.4995E-15 -0.1530E+02    0.0001
  0.0450  -0.187E+04  0.3273E+01  0.2810E-07  0.1576E-15 -0.1580E+02    0.0001
  0.0450  -0.226E+04  0.3354E+01  0.1707E-07  0.4972E-16 -0.1630E+02    0.0001
  0.0450  -0.272E+04  0.3434E+01  0.1037E-07  0.1569E-16 -0.1680E+02    0.0000
  0.0450  -0.327E+04  0.3515E+01  0.6296E-08  0.4949E-17 -0.1731E+02    0.0000
  0.0450  -0.394E+04  0.3596E+01  0.3824E-08  0.1561E-17 -0.1781E+02    0.0000
  0.0450  -0.475E+04  0.3677E+01  0.2322E-08  0.4926E-18 -0.1831E+02    0.0000
  0.0450  -0.572E+04  0.3758E+01  0.1410E-08  0.1554E-18 -0.1881E+02    0.0000
  0.0450  -0.689E+04  0.3838E+01  0.8566E-09  0.4903E-19 -0.1931E+02    0.0000
  0.0450  -0.830E+04  0.3919E+01  0.5203E-09  0.1547E-19 -0.1981E+02    0.0000
  0.0450  -0.100E+05  0.4000E+01  0.3160E-09  0.4881E-20 -0.2031E+02    0.0000
end
