 FileVersion=0003


        Time         hAtm       hRoot     hKode3     hKode1      hSeep     hKode5     hKode6     hKode7     hKode8     hKode9 ... 
         [T]          [L]        [L]        [L]        [L]        [L]        [L]        [L]        [L]        [L]        [L]

         0.0010      -14.4        0.0      -14.3        0.0        0.0        0.0      -14.5        0.0        0.0        0.0
         0.0020      -14.4        0.0      -14.1        0.0        0.0        0.0      -14.6        0.0        0.0        0.0
         0.0033      -14.4        0.0      -13.9        0.0        0.0        0.0      -14.7        0.0        0.0        0.0
         0.0050      -14.4        0.0      -13.6        0.0        0.0        0.0      -14.8        0.0        0.0        0.0
         0.0072      -14.4        0.0      -13.2        0.0        0.0        0.0      -15.0        0.0        0.0        0.0
         0.0100      -14.4        0.0      -12.8        0.0        0.0        0.0      -15.1        0.0        0.0        0.0
         0.0138      -14.5        0.0      -12.4        0.0        0.0        0.0      -15.3        0.0        0.0        0.0
         0.0186      -14.5        0.0      -11.8        0.0        0.0        0.0      -15.5        0.0        0.0        0.0
         0.0249      -14.5        0.0      -11.1        0.0        0.0        0.0      -15.8        0.0        0.0        0.0
         0.0330      -14.5        0.0      -10.4        0.0        0.0        0.0      -16.0        0.0        0.0        0.0
         0.0436      -14.5        0.0       -9.7        0.0        0.0        0.0      -16.3        0.0        0.0        0.0
         0.0574      -14.5        0.0       -8.9        0.0        0.0        0.0      -16.6        0.0        0.0        0.0
         0.0712      -14.5        0.0       -8.4        0.0        0.0        0.0      -16.9        0.0        0.0        0.0
         0.0850      -14.6        0.0       -7.9        0.0        0.0        0.0      -17.2        0.0        0.0        0.0
         0.0988      -14.6        0.0       -7.6        0.0        0.0        0.0      -17.4        0.0        0.0        0.0
         0.1125      -14.6        0.0       -7.3        0.0        0.0        0.0      -17.6        0.0        0.0        0.0
         0.1263      -14.6        0.0       -7.1        0.0        0.0        0.0      -17.8        0.0        0.0        0.0
         0.1401      -14.6        0.0       -7.0        0.0        0.0        0.0      -17.9        0.0        0.0        0.0
         0.1539      -14.6        0.0       -6.8        0.0        0.0        0.0      -18.1        0.0        0.0        0.0
         0.1677      -14.7        0.0       -6.7        0.0        0.0        0.0      -18.2        0.0        0.0        0.0
         0.1856      -14.7        0.0       -6.6        0.0        0.0        0.0      -18.4        0.0        0.0        0.0
         0.2035      -14.7        0.0       -6.5        0.0        0.0        0.0      -18.5        0.0        0.0        0.0
         0.2215      -14.7        0.0       -6.4        0.0        0.0        0.0      -18.7        0.0        0.0        0.0
         0.2394      -14.7        0.0       -6.3        0.0        0.0        0.0      -18.8        0.0        0.0        0.0
         0.2573      -14.8        0.0       -6.3        0.0        0.0        0.0      -18.9        0.0        0.0        0.0
         0.2806      -14.8        0.0       -6.2        0.0        0.0        0.0      -19.1        0.0        0.0        0.0
         0.3039      -14.8        0.0       -6.1        0.0        0.0        0.0      -19.2        0.0        0.0        0.0
         0.3272      -14.9        0.0       -6.1        0.0        0.0        0.0      -19.3        0.0        0.0        0.0
         0.3505      -14.9        0.0       -6.0        0.0        0.0        0.0      -19.4        0.0        0.0        0.0
         0.3738      -14.9        0.0       -6.0        0.0        0.0        0.0      -19.5        0.0        0.0        0.0
         0.3971      -14.9        0.0       -6.0        0.0        0.0        0.0      -19.6        0.0        0.0        0.0
         0.4204      -15.0        0.0       -5.9        0.0        0.0        0.0      -19.7        0.0        0.0        0.0
         0.4437      -15.0        0.0       -5.9        0.0        0.0        0.0      -19.8        0.0        0.0        0.0
         0.4740      -15.1        0.0       -5.9        0.0        0.0        0.0      -20.0        0.0        0.0        0.0
         0.5043      -15.1        0.0       -5.8        0.0        0.0        0.0      -20.1        0.0        0.0        0.0
         0.5345      -15.1        0.0       -5.8        0.0        0.0        0.0      -20.2        0.0        0.0        0.0
         0.5648      -15.2        0.0       -5.8        0.0        0.0        0.0      -20.3        0.0        0.0        0.0
         0.5951      -15.2        0.0       -5.7        0.0        0.0        0.0      -20.4        0.0        0.0        0.0
         0.6254      -15.3        0.0       -5.7        0.0        0.0        0.0      -20.4        0.0        0.0        0.0
         0.6557      -15.3        0.0       -5.7        0.0        0.0        0.0      -20.5        0.0        0.0        0.0
         0.6860      -15.3        0.0       -5.7        0.0        0.0        0.0      -20.6        0.0        0.0        0.0
         0.7163      -15.4        0.0       -5.6        0.0        0.0        0.0      -20.7        0.0        0.0        0.0
         0.7466      -15.4        0.0       -5.6        0.0        0.0        0.0      -20.8        0.0        0.0        0.0
         0.7768      -15.5        0.0       -5.6        0.0        0.0        0.0      -20.8        0.0        0.0        0.0
         0.8071      -15.5        0.0       -5.6        0.0        0.0        0.0      -20.9        0.0        0.0        0.0
         0.8374      -15.5        0.0       -5.6        0.0        0.0        0.0      -21.0        0.0        0.0        0.0
         0.8677      -15.6        0.0       -5.5        0.0        0.0        0.0      -21.0        0.0        0.0        0.0
         0.8980      -15.6        0.0       -5.5        0.0        0.0        0.0      -21.1        0.0        0.0        0.0
         0.9283      -15.7        0.0       -5.5        0.0        0.0        0.0      -21.2        0.0        0.0        0.0
         0.9677      -15.7        0.0       -5.5        0.0        0.0        0.0      -21.2        0.0        0.0        0.0
         1.0070      -15.8        0.0       -5.4        0.0        0.0        0.0      -21.3        0.0        0.0        0.0
         1.0464      -15.8        0.0       -5.4        0.0        0.0        0.0      -21.4        0.0        0.0        0.0
         1.0858      -15.9        0.0       -5.4        0.0        0.0        0.0      -21.5        0.0        0.0        0.0
         1.1252      -15.9        0.0       -5.4        0.0        0.0        0.0      -21.5        0.0        0.0        0.0
         1.1645      -16.0        0.0       -5.3        0.0        0.0        0.0      -21.6        0.0        0.0        0.0
         1.2039      -16.0        0.0       -5.3        0.0        0.0        0.0      -21.7        0.0        0.0        0.0
         1.2433      -16.1        0.0       -5.3        0.0        0.0        0.0      -21.7        0.0        0.0        0.0
         1.2826      -16.1        0.0       -5.2        0.0        0.0        0.0      -21.8        0.0        0.0        0.0
         1.3220      -16.1        0.0       -5.2        0.0        0.0        0.0      -21.9        0.0        0.0        0.0
         1.3614      -16.2        0.0       -5.2        0.0        0.0        0.0      -21.9        0.0        0.0        0.0
         1.4008      -16.2        0.0       -5.2        0.0        0.0        0.0      -22.0        0.0        0.0        0.0
         1.4401      -16.3        0.0       -5.1        0.0        0.0        0.0      -22.1        0.0        0.0        0.0
         1.4795      -16.3        0.0       -5.1        0.0        0.0        0.0      -22.1        0.0        0.0        0.0
         1.5189      -16.4        0.0       -5.1        0.0        0.0        0.0      -22.2        0.0        0.0        0.0
         1.5701      -16.4        0.0       -5.1        0.0        0.0        0.0      -22.3        0.0        0.0        0.0
         1.6213      -16.5        0.0       -5.0        0.0        0.0        0.0      -22.3        0.0        0.0        0.0
         1.6724      -16.5        0.0       -5.0        0.0        0.0        0.0      -22.4        0.0        0.0        0.0
         1.7236      -16.6        0.0       -4.9        0.0        0.0        0.0      -22.5        0.0        0.0        0.0
         1.7748      -16.6        0.0       -4.9        0.0        0.0        0.0      -22.5        0.0        0.0        0.0
         1.8260      -16.6        0.0       -4.9        0.0        0.0        0.0      -22.6        0.0        0.0        0.0
         1.8772      -16.7        0.0       -4.8        0.0        0.0        0.0      -22.7        0.0        0.0        0.0
         1.9284      -16.7        0.0       -4.8        0.0        0.0        0.0      -22.7        0.0        0.0        0.0
