Time,CumQAP,CumQRP,CumQA,CumQR,CumQ3,hAtm,hRoot,hKode3,A-level,tAtm,Prec,rSoil,rRoot,hCritA,rt,ht,rt,ht,rt,ht,rt,ht
60.0,0.0,0.0,0.0,0.0,-2400.0,-4.0,0.0,10.7,1,60,0,0,0.000277778,10000,-2,0,0,0,0,0,0,0
1440.0,0.0,0.0,0.0,0.0,-2400.0,-28.2,0.0,-25.9,2,1440,0,0,0.000277778,10000,0,0,0,0,0,0,0,0
