Time_T,CumQAP_L3,CumQRP_L3,CumQA_L3,CumQR_L3,CumQ3_L3,CumQ1_L3,CumQS_L3,CumQ5_L3,CumQ6_L3,CumQ7_L3,CumQ8_L3,CumQ9_L3,CRunOff_L3,cEvapor_L3,cInfiltr_L3,hAtm_L,hRoot_L,hKode3_L,hKode1_L,hSeep_L,hKode5_L,hKode6_L,hKode7_L,hKode8_L,hKode9_L,rAtm_LpT,rRoot_LpT,vAtm_LpT,vRoot_LpT,vKode3_L3pT,vKode1_L3pT,vSeep_L3pT,vKode5_L3pT,vKode6_L3pT,vKode7_L3pT,vKode8_L3pT,vKode9_L3pT,RunOff_LpT,Evapor_LpT,Infiltr_LpT,SnowLayer_L,dt,Iter,ItCum
0.001,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,9.34e-06,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-21.0,0.0,0.0,0.0,-64.2,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.009340000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,2,2
0.002,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,1.87e-05,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-20.2,0.0,0.0,0.0,-63.8,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,2,4
0.0033,0.0,0.0,0.0,0.0,-0.132,0.0,0.0,0.0,3.07e-05,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-19.2,0.0,0.0,0.0,-63.3,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.009290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,3,7
0.005,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,4.6399999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-18.2,0.0,0.0,0.0,-62.7,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016899999999999999,3,10
0.0072,0.0,0.0,0.0,0.0,-0.287,0.0,0.0,0.0,6.659999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-17.1,0.0,0.0,0.0,-62.0,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021969999999999997,3,13
0.01,0.0,0.0,0.0,0.0,-0.402,0.0,0.0,0.0,9.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-15.8,0.0,0.0,0.0,-61.1,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028561,3,16
0.0138,0.0,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.000126,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-14.4,0.0,0.0,0.0,-60.1,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037129,3,19
0.0186,0.0,0.0,0.0,0.0,-0.743,0.0,0.0,0.0,0.00016999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-13.0,0.0,0.0,0.0,-59.0,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048268,3,22
0.0249,0.0,0.0,0.0,0.0,-0.9940000000000001,0.0,0.0,0.0,0.000226,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-11.6,0.0,0.0,0.0,-57.6,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.008879999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062749,4,26
0.0311,0.0,0.0,0.0,0.0,-1.25,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-10.5,0.0,0.0,0.0,-56.4,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.008740000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062749,4,30
0.0374,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,0.000334,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-9.6,0.0,0.0,0.0,-55.4,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062749,4,34
0.0437,0.0,0.0,0.0,0.0,-1.75,0.0,0.0,0.0,0.000388,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-8.9,0.0,0.0,0.0,-54.5,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062749,3,37
0.0518,0.0,0.0,0.0,0.0,-2.07,0.0,0.0,0.0,0.00045599999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-8.1,0.0,0.0,0.0,-53.4,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,41
0.06,0.0,0.0,0.0,0.0,-2.4,0.0,0.0,0.0,0.000523,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-7.5,0.0,0.0,0.0,-52.5,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,45
0.0682,0.0,0.0,0.0,0.0,-2.73,0.0,0.0,0.0,0.000588,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-7.1,0.0,0.0,0.0,-51.7,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,49
0.0763,0.0,0.0,0.0,0.0,-3.05,0.0,0.0,0.0,0.000653,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-6.7,0.0,0.0,0.0,-50.9,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.007909999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,53
0.0845,0.0,0.0,0.0,0.0,-3.38,0.0,0.0,0.0,0.0007160000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-6.4,0.0,0.0,0.0,-50.3,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,57
0.0926,0.0,0.0,0.0,0.0,-3.71,0.0,0.0,0.0,0.000779,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-6.2,0.0,0.0,0.0,-49.6,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,61
0.1008,0.0,0.0,0.0,0.0,-4.03,0.0,0.0,0.0,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-6.0,0.0,0.0,0.0,-49.1,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.007520000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,65
0.1089,0.0,0.0,0.0,0.0,-4.36,0.0,0.0,0.0,0.000901,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-5.9,0.0,0.0,0.0,-48.6,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,69
0.1171,0.0,0.0,0.0,0.0,-4.68,0.0,0.0,0.0,0.0009599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-5.7,0.0,0.0,0.0,-48.1,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.0072900000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,73
0.1253,0.0,0.0,0.0,0.0,-5.01,0.0,0.0,0.0,0.0010199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-5.6,0.0,0.0,0.0,-47.6,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,77
0.1334,0.0,0.0,0.0,0.0,-5.34,0.0,0.0,0.0,0.00108,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-5.5,0.0,0.0,0.0,-47.2,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,81
0.1416,0.0,0.0,0.0,0.0,-5.66,0.0,0.0,0.0,0.0011300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-5.4,0.0,0.0,0.0,-46.9,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.0069700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,4,85
0.1497,0.0,0.0,0.0,0.0,-5.99,0.0,0.0,0.0,0.00119,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-5.4,0.0,0.0,0.0,-46.5,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008157300000000001,3,88
0.1603,0.0,0.0,0.0,0.0,-6.41,0.0,0.0,0.0,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,-21.9,0.0,-5.3,0.0,0.0,0.0,-46.1,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010604,4,92
0.1709,0.0,0.0,0.0,0.0,-6.84,0.0,0.0,0.0,0.00133,0.0,0.0,0.0,0.0,0.0,0.0,-21.8,0.0,-5.2,0.0,0.0,0.0,-45.7,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.006659999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010604,4,96
0.1815,0.0,0.0,0.0,0.0,-7.26,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,-21.8,0.0,-5.1,0.0,0.0,0.0,-45.3,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010604,4,100
0.1921,0.0,0.0,0.0,0.0,-7.69,0.0,0.0,0.0,0.00147,0.0,0.0,0.0,0.0,0.0,0.0,-21.8,0.0,-5.1,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.000278,0.0,0.0,-40.0,0.0,0.0,0.0,0.00644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010604,4,104
